out,text
0,In this function you will:
0,You will support and execute the multi-year analytics maturity roadmap for Eaton Canada that supports the overall Canada Strategy.
0,"Manage analytics dashboards, design a roadmap for each, and continuously gather Voice of the Customer (VOC) feedback to ensure actionable insights to its users."
0,You will become the analytics resident expert by partnering with the business stakeholders to understand what matters to them and use advanced analytics and data to provide additional insights and actionable recommendations.
0,"You will facilitate better decision making by optimizing the KPIs and “what if scenarios”, automating the process (speed and efficiency), and taking the process through cycle of improvement."
0,"You will identify patterns and insights from structured and unstructured data sets utilizing graphs, trees and/or other data representation techniques."
0,"You will document and critically assess the business and analysis questions, then create metrics and dashboards to provide the insights."
0,You will own and advance existing data dashboards to ensure they continue to support data driven decision making for the users of the dashboards.
0,You will perform ad-hoc strategic analysis of structured and unstructured data and reporting across multiple data sources.
0,You will upgrade the understanding of the organization by conducting seminars and presentations on data analytics and the value of data driven decision making.
0,You will advance and support the profit planning Excel model for the product managers and the stakeholders.
0,"When we embrace the different ideas, perspectives and backgrounds that make each of us unique, we — as individuals and as a company — are stronger"
1,Required (Basic) Qualifications:
1,University degree or college diploma.
1,"Minimum 1 year of experience in a data analytics, financial analyst, or operational analyst role."
1,Minimum 1 year of experience with statistical and numerical methods to model complex dynamics and build a prediction model.
1,"No relocation benefit is being offered for this position. Only candidates that currently reside within 80 km of Burlington, ON will be considered"
1,Must be legally authorized to work in the Canada without company sponsorship
1,Preferred qualifications:
1,"University degree in in finance, economics, math, or engineering from an accredited institution."
1,"Proficiency in data analytic tools such as Tableau, Microsoft Power BI, Python, R, SAS, SQL"
1,"Demonstrated experience using internal/external data sources to create dashboards using data analytic tools using Power BI, OBIE, and/or Qlik to forecast and uncover business insights."
0,"Eaton has in place accessibility policies for accommodating employees with disabilities. If you are selected for an interview and require accommodations, please let the recruiter or hiring manager know so that we can work to make reasonable adjustments that best suit your needs. Accessibility information may be found at: https://www.eaton.com/ca/en-gb/company/policies-and-statements/accessibility.html”"
0,Politique d'accessibilité
0,"Eaton a mis en place des politiques d’accessibilité afin d’accommoder des employés avec un handicap. Si vous êtes sélectionnés pour une entrevue et que vous avez besoin d’accommodement, veuillez partager l’information avec le recruteur ou le superviseur afin que nous puissions faire des ajustements raisonnables pour vos besoins. Nos politiques d’accessibilité peuvent être consultées au : https://www.eaton.com/ca/fr-ca/company/policies-and-statements/accessibilite.html (Une version française des informations vous sera fourni sur demande)"
0,Job
0,Marketing
0,Region
0,North America – Canada
0,Primary Location
0,Canada-ON-Burlington
0,Work Locations
0,Burlington Ca Loc
0,Organization
0,ESSG CA Canada
0,Job Level
0,Individual Contributor
0,Schedule
0,Full-time
0,Is remote work (i.e. working from home or another Eaton facility) allowed for this position?
0,No
0,Does this position offer relocation?
0,No
0,Travel
0,"Yes, 10 % of the Time"
0,Requisition ID :103616
0,About the job
0,Company Description
0,"Dropbox is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 500 million registered users across more than 180 countries, our mission is to design a more enlightened way of working. From our headquarters in San Francisco to eight dedicated Studios and a worldwide team of employees who choose where they work best, our Virtual First approach is leading the way into the future of work."
0,Team Description
0,"At Dropbox, we aim to put the customer at the center of everything we do. With over 500 million users, the Customer Experience (CX) team is at the forefront of simplifying how our users and customers interact with Dropbox. We focus on solutions that work for our customers as well as implementing technologies that will simplify our customers’ journey. We bring the customer voice across the organization to ensure Dropbox delivers the best possible customer experience."
0,Role Description 
0,"The Customer Intelligence team builds analytical solutions and generates insights to drive strategy within the Customer Experience organization at Dropbox. Using your technical skills and creativity, and leveraging the best open source and proprietary tools available, you will develop cutting edge data pipelines, analytical tools, and reporting solutions. You’ll be involved in projects from inception to delivery, ensuring your work delivers high-quality and relevant data to intelligently grow our business. Working alongside talented analysts and data scientists, you will champion data-driven insights to add value for our stakeholders across Customer Experience."
0,"You're a self-starter with an affinity for problem-solving and deep knowledge of data, data architecture, and analytical tools and approaches. You will work with teams across Customer Experience to understand their evolving requirements, and alongside other analysts on the team to deliver impactful and innovative solutions. You'll use your creativity, curiosity, and drive to build solutions at scale, and to provide training and guidance to team members and partners."
0,Responsibilities
0,"Devise, drive, and deliver technical solutions that generate data-driven insights."
0,"Build, automate, and refactor robust, scalable data pipelines and datasets."
0,"Troubleshoot complex issues throughout the data lifecycle, identify and implement effective solutions."
0,Proactively engage with stakeholders across Customer Experience to ensure relevant and accurate delivery of business requirements.
0,"Build informative, insightful dashboards and data platforms across different domains and audiences."
0,"Create new workflow processes, associated monitoring, and alerts."
0,"Contribute to schema design, data consistency, and overall data governance."
1,Requirements 
1,"Bachelor’s degree in Computer Science, Statistics, or related field"
1,3+ years’ work experience in a data-centric role
1,Proficient SQL skills with excellent hands-on exposure to ETL principles
1,Strong hands-on experience with R and/or Python
1,Ability to tackle and solve complex technical problems with little direction
1,"Flexible and adaptable, willing to quickly learn and understand new technologies"
1,Strong communication skills
1,Strong problem solving and collaboration skills
1,Excellent debugging and troubleshooting skills
1,Preferably:
1,"Experience with Python, R, Airflow, React/JavaScript"
1,Experience with shell scripting and the Linux/Unix command line
1,"Experience with good code management practices, expertise with git"
1,"Expertise in data warehousing principles, schema design, data governance, data pipeline automation"
0,"Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland)."
0,About the job
0,TD Description
0,"Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward."
0,Stay current and competitive. Carve out a career for yourself. Grow with us. Here's our story: jobs.td.com
0,Department Overview
0,Ready to be the change at TD Securities? We're an innovator and leader in the change management space. TDS Change Delivery enables efficient and effective program delivery of the dealer's major cross functional initiatives. This reflects a significant evolution of our approach to managing and delivering change in the dealer's largest cross functional initiatives. Our legendary customer experience continues to guide us as we deliver groundbreaking projects and experiences.
0,"Want to be where the action is? Strategic change management is a valued and evolving discipline, ready to take the organization and your career, to new heights."
0,"Want to shape the future? This is a strong and connected enterprise-wide change management community where you'll feel connected and challenged. You'll be busy, but never bored and your real passion for change will reap lasting rewards."
0,Job Description
0,"The Global Equity Derivatives Transformation Team within TDS Change Delivery is a team of specialists mandated with end-to-end process enhancements to enable business scalability for the equity derivative business. The team continues to expand on its rapid development, data analytics, and workflow automation capabilities for the business."
0,"The Global Equity Derivatives Transformation Team partners closely with stakeholder groups from across TD Securities including Front Office, Technology, Operations, Market Risk Control, Capital Markets Risk Management, and Trading Business Management."
0,This Will Involve
0,"The Data Analytics Specialist will be responsible for building reports, process tools, and data analytics for the equity derivative business."
0,Developing in both Javascript/HTML and Python in a rapid development environment
0,"Ingesting and manipulating large volumes of data to process, filter, and present large quantities of data in meaningful ways"
0,"Utilizing best practices around data manipulation, building data pipelines, storing data and creating dashboards"
0,"Researching and applying new methods to acquire meaningful data, and new applications for existing data using open-source libraries"
0,Connecting and working with both structured and unstructured data sources (for example MongoDB and SQL)
0,Building and maintenance of small-scale applications
0,"Fostering innovation with progressive ideas on small-scale applications and data analytics aligned to the vision, enterprise tools and direction of TDS"
0,"Having the ability to energize and inspire others and implement new ideas and methods, championing transformational change"
1,Job Requirements
1,"Background in computer science, data science, engineering or equivalent quantitative field and/or 3+ years of equivalent technical working experience"
1,"Ability to code in Javascript/HTML and Python and front-end frameworks (Vue, React, or Angular)"
1,"A combination of strong data science and technology skills, business focus, and problem-solving skills"
1,A passion for presenting large volumes of data in creative and visual ways
1,Solid analytical and data wrangling skills
1,"Knowledgeable about best practices around data manipulation, data storage, and data visualizations"
1,"Experience in data collection, data pipelines, databases (MongoDB, SQL), and statistics"
1,Business knowledge in capital markets and financial derivatives
1,"Nice to have: working knowledge of Vue, Go, and Bloomberg"
1,Additional Information
1,Inclusiveness
0,"At TD, we are committed to fostering an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve. If you require an accommodation for the recruitment/interview process (including alternate formats of materials, or accessible meeting rooms or other accommodation), please let us know and we will work with you to meet your needs."
0,About the job
0,Build a meaningful career
0,"At LifeWorks, we offer more than career opportunities, we provide career opportunities to make meaningful contributions to people’s lives. The extraordinary expertise of a more than 6,000-strong workforce is harnessed to support the employees and families of the organizations we serve. Our innovative programs have a lasting impact on the health, financial security and productivity of 24,000 workplaces."
0,Data Analyst
0,Pension Consulting
0,"Fredericton, New Brunswick"
0,Full-time
0,Summary
0,"The incumbent would work in a team environment to prepare pension plan valuation data and assist with pension administration services for clients, as well as maintain and develop both internal and client relationships."
0,Responsibilities
0,Compile and summarize pension plan data for valuation reports.
0,Work in Microsoft Office Excel and Access to manipulate and manage complex data files.
0,Deliver precise and accurate work within agreed timelines.
0,"Work in a team environment, keep track of the workflow, and provide team leaders with progress updates."
0,"Work with Pension administration software ARIEL ®, to run pension calculations, as required."
0,"Assist with programming ARIEL ® basic plan parameters and test calculation results, as required."
0,Support the Pension Administration team as required.
1,Succeeding as a Data Analyst will require the following core qualifications and skills
1,"University degree in mathematics, business administration, computer science or data-science related field."
1,Background or strong interest in data management and/or pensions is considered an asset.
1,Above-average capability using Microsoft Office Excel and Access.
1,Strong attention to detail and organizational skills.
1,"Fast learner, with exceptional analytical and problem-solving skills."
1,"Enjoys providing exceptional client service, and understands the importance of professional communication."
1,"Enthusiasm, team spirit, flexible, and ability to work with little supervision."
1,Bilingualism in French and English is an asset.
0,Job Grade: MS3
0,About LifeWorks
0,LifeWorks is a global leader in delivering technology-enabled solutions that help clients support the total wellbeing of their people and build organizational resiliency.
0,"By improving lives, we improve business. Our solutions span employee and family assistance, health and wellness, recognition, pension and benefits administration, retirement and financial consulting, actuarial and investment services."
0,"LifeWorks employs over 6,000 employees who work with some 24,000 client organizations that use our services in more than 160 countries."
0,LifeWorks is a publicly traded company on the Toronto Stock Exchange (TSX: LWRK).
0,"For more information, visit lifeworks.com ."
0,About the job
0,"David Aplin Group, one of Canada's Best Managed Companies, has partnered with one of our well-established clients in Ottawa to recruit a talented Tableau Data Analyst to join their office in either Ottawa or Montreal. Working with the IT and Business team leaders, the successful incumbent will communicate the key insights that can be leveraged into outcomes that the teams can act upon. They will also develop specs, proposals and standard processes to manage large complex data sets."
0,The Role
0,"Create data driven models to identify patterns of behavior, correlations to performance improving usage scenarios and impact data based on those models"
0,Perform analysis across existing data sources and recommend new data sources to provide accurate and reliable measures to customer program outcomes
0,Undertake complex analysis but instill key insights in a simple model for business stakeholders to understand and review
0,"Build dashboards, reports and metrics to help teams measure/monitor success"
0,"Present data and insights in a clear and concise manner through the use of visuals, slide decks, and in unconventional ways"
0,"Leverage the power of SQL, R or Python in building reproducible and concise analysis"
0,Identify and develop automation capabilities to extract and populate data sets
0,Contribute to the team’s efforts to create and maintain training and project documentation
1,The Ideal Candidate
1,"Demonstrated usage of automation to extract core data, translate/manipulate data sets and push to visualization dashboard consumers"
1,Expert level proficiency working with Tableau
1,Translate technical subjects to non-technical audiences
1,"Expert knowledge of Excel including tables, charts, and advanced formulas for data manipulation"
1,"Demonstrated examples of working with business partners to deliver a solution that meet project objectives (requirements generation, functional specification generation to project execution)"
1,Expert SQL skills including experience querying large complex data sets
1,"Degree in Mathematics, Statistics, Computer Science, Engineering Sciences or similar"
1,"Knowledge of SAP ERP Systems, Applications and Processes and data constructs"
1,The ability to obtain a Secret Security Clearance is required
0,"If you are interested in this position and meet the above criteria, please click the Apply button to send your resume in confidence directly to David Newark, Consultant. Visit our website at www.aplin.com to view our job opportunities, career tips and tools. We thank all applicants; however, only those selected for an interview will be contacted."
0,WE APPRECIATE YOUR INTEREST IN DAVID APLIN GROUP.
0,"If this is your first introduction to us, we invite you to become one of our satisfied candidates. David Aplin Group has been Canadian owned since 1975. Our professional consultants are passionate about helping you find a fulfilling job or career and ensuring your complete satisfaction with our process. Our proven track record, nearly four decades long, is largely due to our team of highly skilled and successful specialists. Through superior service and a commitment to long-term relationships, we provide deep specialization in core areas for complete recruiting and HR solutions across Canada - all from one source. We look forward to exceeding your expectations!"
0,"Learn more about David Aplin Group and view all our current job opportunities, career tips, and tools at www.aplin.com."
0,9D74432453
0,About the job
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here"
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers, for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here."
0,The Data and Analytics team at Auth0 delivers the tools and technologies that enable our business teams and customers to make data driven decisions. We make data work!
0,"The Auth0 Data and Analytics team is looking for a very experienced, business savvy, articulate and creative Business Data Analyst to help deliver analytic assets (reports, dashboards) as well as one-off analyses, and insights to business partners across the organization. The analyst will also monitor key business metrics, initiate and perform deep dives where required and alert business to challenges and opportunities."
0,"As part of the Business Analytics team, the successful candidate will partner with the Data Warehouse, the Data Science team, the Enterprise Data organization and embedded analytics teams to enable business units to make data driven decisions."
0,"The ideal candidate has to be an intellectually curious perfectionist who thrives on uncovering insights hidden in data, has a consultative mindset and is used to partner with teams across an organization. He/she needs to be an excellent story-teller and easily be able to select and focus on high impact, complex data projects. The candidate will have extensive experience in managing customer expectations, delivering complex, cross departmental analytics projects on time, monitor data accuracy of the data, driving adoption and measuring impact to business."
0,This is a full-time position that is suitable for work from home.
0,Responsibilities
0,"Build a repeatable process and deliver analytics assets (reports, dashboards, KPI readouts..) to empower business teams and their leadership with insights and data driven decision making capabilities."
0,"Proactively identify, analyze and interpret trends or patterns in complex and sensitive data. Alert, inform and educate business as needed."
0,Monitor and ensure data integrity and security for business data.
0,Define best practices and templates for reporting data to business units.
0,Improve and advise on data normalization between various data sources.
0,Measure and report on KPIs for business.
0,Create an intake process for ad hoc report demands.
0,Ensure data is set up and accessible for the proper parties.
0,"Make recommendations for new metrics, techniques, and strategies to improve team performance and measurement in the future."
1,Job Requirements
1,4+ years of data analysis and knowledge of business statistics.
1,4+ years of experience writing performant SQL queries on large data sets.
1,4+ years of developing scalable reporting solutions/products that are intuitive to use.
1,"Strong knowledge of Tableau, Looker or similar BI platform."
1,"Familiarity with cloud-native databases, especially Snowflake."
1,Strong business intuition as well as outstanding written and verbal communication skills.
1,Ability to convey complex concepts and information to diverse audiences.
1,"Track record of working independently, with strong time management and organizational skills."
1,Comfort working in a globally distributed environment with a remote workforce.
1,"Experience performing complex analysis including regression, forecasting and probability modeling is a plus."
1,BA/BS in quantitative field or equivalent practical experience.
1,Prior experience in a consulting environment is desired.
0,Auth0 makes the internet safer by safeguarding billions of login transactions each month.
0,"Our team is spread across more than 35 countries and we are proud to continually be recognized as a great place to work . Culture is critical to us, and we are transparent about our vision and principles . We practice N+1>N which applies to everything from our people to how we iterate our tech; we believe in one team, one score; and we give a shit about everything we do."
0,"Research shows that candidates from underrepresented backgrounds often don’t apply unless they meet all the job criteria. We aren’t looking for someone who ticks every single box on a page; we’re looking for lifelong learners and people who can make us better with their unique experiences. If you think you’d be a great fit, then please get in touch to tell us about yourself."
0,"Auth0, recently acquired by Okta, is an Equal Employment Opportunity employer. Auth0 conducts all employment-related activities without regard to race, religion, color, national origin, age, sex, marital status, sexual orientation, disability, citizenship status, genetics, or status as a Vietnam-era special disabled and other covered veteran status, or any other characteristic protected by law. Auth0 participates in E-Verify and will confirm work authorization for candidates residing in the United States."
0,About the job
0,"As a Business Intelligence- Data Analyst Intern, you will be assisting the Data Scientist team."
0,Responsibilities
1,Work with and transform unstructured data utilizing data science techniques
1,"Research, build and train ML models"
1,Develop machine learning applications as per requirements
1,Understand various data wrangling techniques
1,Run machine learning tests and experiments
1,Perform statistical analysis and fine-tuning using test results
1,Extend existing ML libraries and frameworks
0,Keep abreast of development in the field
1,"Skills, Knowledge And Abilities"
1,"Bilingual, French & English (oral and written)"
1,Understanding data structures and data modeling
1,"Deep knowledge of math, probability, statistics and algorithms"
1,Ability to write robust code in Python and/or R
1,Familiarity with machine learning frameworks
1,Excellent communication skills
1,Ability to work in a team
1,Outstanding analytical and problem solving skills
0,About the job
0,"David Aplin Group, one of Canada's Best Managed Companies, has partnered with one of our well-established clients in Ottawa to recruit a talented Tableau Data Analyst to join their office in either Ottawa or Montreal. Working with the IT and Business team leaders, the successful incumbent will communicate the key insights that can be leveraged into outcomes that the teams can act upon. They will also develop specs, proposals and standard processes to manage large complex data sets."
0,The Role
0,"Create data driven models to identify patterns of behavior, correlations to performance improving usage scenarios and impact data based on those models"
0,Perform analysis across existing data sources and recommend new data sources to provide accurate and reliable measures to customer program outcomes
0,Undertake complex analysis but instill key insights in a simple model for business stakeholders to understand and review
0,"Build dashboards, reports and metrics to help teams measure/monitor success"
0,"Present data and insights in a clear and concise manner through the use of visuals, slide decks, and in unconventional ways"
0,"Leverage the power of SQL, R or Python in building reproducible and concise analysis"
0,Identify and develop automation capabilities to extract and populate data sets
0,Contribute to the team’s efforts to create and maintain training and project documentation
1,The Ideal Candidate
1,"Demonstrated usage of automation to extract core data, translate/manipulate data sets and push to visualization dashboard consumers"
1,Expert level proficiency working with Tableau
1,Translate technical subjects to non-technical audiences
1,"Expert knowledge of Excel including tables, charts, and advanced formulas for data manipulation"
1,"Demonstrated examples of working with business partners to deliver a solution that meet project objectives (requirements generation, functional specification generation to project execution)"
1,Expert SQL skills including experience querying large complex data sets
1,"Degree in Mathematics, Statistics, Computer Science, Engineering Sciences or similar"
1,"Knowledge of SAP ERP Systems, Applications and Processes and data constructs"
1,The ability to obtain a Secret Security Clearance is required
0,"If you are interested in this position and meet the above criteria, please click the Apply button to send your resume in confidence directly to David Newark, Consultant. Visit our website at www.aplin.com to view our job opportunities, career tips and tools. We thank all applicants; however, only those selected for an interview will be contacted."
0,WE APPRECIATE YOUR INTEREST IN DAVID APLIN GROUP.
0,"If this is your first introduction to us, we invite you to become one of our satisfied candidates. David Aplin Group has been Canadian owned since 1975. Our professional consultants are passionate about helping you find a fulfilling job or career and ensuring your complete satisfaction with our process. Our proven track record, nearly four decades long, is largely due to our team of highly skilled and successful specialists. Through superior service and a commitment to long-term relationships, we provide deep specialization in core areas for complete recruiting and HR solutions across Canada - all from one source. We look forward to exceeding your expectations!"
0,"Learn more about David Aplin Group and view all our current job opportunities, career tips, and tools at www.aplin.com."
0,9D74432453
0,About the job
0,What is the opportunity?
0,Some Exciting Areas You May Be Able To Contribute To Are
0,"Are you interested in the opportunity to work as a Data Analyst Student. By applying to this job posting, you will be considered for multiple roles available across RBC Technology & Operations."
0,Innovation & Technology
0,Global Technology Infrastructure
0,Enterprise Operations Payments
0,What will you do?
0,"Analyze, design, deliver, and implement analytic development projects, with the use of RBC’s analytics tools"
0,"Ensure that project activities are accomplished within approved time frames, scope, and budgets"
0,Confirm that projects adhere to development standards and guidelines
0,Apply data warehouse concepts and methodologies to various projects
0,What do you need to succeed?
1,Must-have
1,"Currently enrolled at a Canadian post-secondary institution with a focus on computer science, mathematics, statistics, commerce, or business analysis"
1,Leadership acumen and a passion to apply it in a dynamic business environment
1,Excellent interpersonal and highly developed communication skills (verbal and written)
1,Creative and analytical thinker who is self-driven and capable of working in a fast paced environment
1,"Strong MS Office skills - Word, Outlook, Excel and PowerPoint"
1,"Experience or understanding of open-source software frameworks (Hadoop), data visualization tools (Tableau and Splunk), and databases (SQL and/or VBA)"
1,Nice-to-have
1,Prior experience in data integration of disparate data sources
1,"Knowledge of design, development, and implementation utilizing current analytics technologies and architecture, as well as data warehouse concepts and methodologies"
1,Relational database concepts and design experience
1,Ability to learn and absorb new concepts (in business and in systems) quickly and apply new knowledge
0,What’s in it for you?
0,"We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual."
0,Network and build lasting relationships with students from diverse backgrounds from across Canada
0,Participate in fun events and gamification challenges to help build your career tool kit while enjoying a work-life balance
0,Leaders who support your development through coaching and learning opportunities
0,"Work in a dynamic, collaborative, progressive and highly performing team"
0,Ability to make a difference and lasting impact
0,Enjoy a comfortable work environment with the option to dress casually
0,"We encourage you to apply as soon as possible as we accept applications on a rolling basis, but please note that the formal application deadline is September 26, 2021. Should you be selected to progress, someone from our team will reach out directly to provide instructions on next steps. Otherwise, feel free to check for progress updates by logging in to your RBC profile. If the status has not changed, it denotes the fact that your application is still under review."
0,"While there is no one date when our employees will return, we can confirm that the majority of Winter Work Integrated Learning | Co-op positions will start working remotely, however may transition to working at an RBC office as essential service restrictions are lifted."
0,Join our Talent Community
0,"Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you."
0,Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers
0,Job Summary
0,City: Halifax
0,Address: Various
0,Work Hours/Week: 37.5
0,Work Environment: Office
0,Employment Type: [[filter7]]
0,Career Level: Student Job
0,Application Deadline: 09/26/2021
0,Platform: Technology and Operations
0,Req ID: 404937
0,About the job
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here"
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers, for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here."
0,The Data and Analytics team at Auth0 delivers the tools and technologies that enable our business teams and customers to make data driven decisions. We make data work!
0,"The Auth0 Data and Analytics team is looking for a very experienced, business savvy, articulate and creative Business Data Analyst to help deliver analytic assets (reports, dashboards) as well as one-off analyses, and insights to business partners across the organization. The analyst will also monitor key business metrics, initiate and perform deep dives where required and alert business to challenges and opportunities."
0,"As part of the Business Analytics team, the successful candidate will partner with the Data Warehouse, the Data Science team, the Enterprise Data organization and embedded analytics teams to enable business units to make data driven decisions."
1,"The ideal candidate has to be an intellectually curious perfectionist who thrives on uncovering insights hidden in data, has a consultative mindset and is used to partner with teams across an organization. He/she needs to be an excellent story-teller and easily be able to select and focus on high impact, complex data projects. The candidate will have extensive experience in managing customer expectations, delivering complex, cross departmental analytics projects on time, monitor data accuracy of the data, driving adoption and measuring impact to business."
0,This is a full-time position that is suitable for work from home.
0,Responsibilities
0,"Build a repeatable process and deliver analytics assets (reports, dashboards, KPI readouts..) to empower business teams and their leadership with insights and data driven decision making capabilities."
0,"Proactively identify, analyze and interpret trends or patterns in complex and sensitive data. Alert, inform and educate business as needed."
0,Monitor and ensure data integrity and security for business data.
0,Define best practices and templates for reporting data to business units.
0,Improve and advise on data normalization between various data sources.
0,Measure and report on KPIs for business.
0,Create an intake process for ad hoc report demands.
0,Ensure data is set up and accessible for the proper parties.
0,"Make recommendations for new metrics, techniques, and strategies to improve team performance and measurement in the future."
0,Job Requirements
1,4+ years of data analysis and knowledge of business statistics.
1,4+ years of experience writing performant SQL queries on large data sets.
1,4+ years of developing scalable reporting solutions/products that are intuitive to use.
1,"Strong knowledge of Tableau, Looker or similar BI platform."
1,"Familiarity with cloud-native databases, especially Snowflake."
1,Strong business intuition as well as outstanding written and verbal communication skills.
1,Ability to convey complex concepts and information to diverse audiences.
1,"Track record of working independently, with strong time management and organizational skills."
1,Comfort working in a globally distributed environment with a remote workforce.
1,"Experience performing complex analysis including regression, forecasting and probability modeling is a plus."
1,BA/BS in quantitative field or equivalent practical experience.
1,Prior experience in a consulting environment is desired.
0,Auth0 makes the internet safer by safeguarding billions of login transactions each month.
0,"Our team is spread across more than 35 countries and we are proud to continually be recognized as a great place to work . Culture is critical to us, and we are transparent about our vision and principles . We practice N+1>N which applies to everything from our people to how we iterate our tech; we believe in one team, one score; and we give a shit about everything we do."
0,"Research shows that candidates from underrepresented backgrounds often don’t apply unless they meet all the job criteria. We aren’t looking for someone who ticks every single box on a page; we’re looking for lifelong learners and people who can make us better with their unique experiences. If you think you’d be a great fit, then please get in touch to tell us about yourself."
0,"Auth0, recently acquired by Okta, is an Equal Employment Opportunity employer. Auth0 conducts all employment-related activities without regard to race, religion, color, national origin, age, sex, marital status, sexual orientation, disability, citizenship status, genetics, or status as a Vietnam-era special disabled and other covered veteran status, or any other characteristic protected by law. Auth0 participates in E-Verify and will confirm work authorization for candidates residing in the United States."
0,About the job
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here"
0,"Awesome tech is made by awesome people. And we’re always looking for new team members who bring the energy, passion, commitment, and collaboration that has made Auth0 the great company it is today."
0,"So what do we exactly build? Auth0 is an authentication and authorization platform designed by developers, for developers. Basically, we make companies’ login boxes safe, secure, and seamless for anyone logging in. Our mission is to secure the world’s identities so innovators can innovate. But it’s a big mission that requires a lot of teamwork."
0,"Words, code, or people, whatever your skill, there’s a place for you here."
0,The Data and Analytics team at Auth0 delivers the tools and technologies that enable our business teams and customers to make data driven decisions. We make data work!
1,"The Auth0 Data and Analytics team is looking for a very experienced, business savvy, articulate and creative Business Data Analyst to help deliver analytic assets (reports, dashboards) as well as one-off analyses, and insights to business partners across the organization. The analyst will also monitor key business metrics, initiate and perform deep dives where required and alert business to challenges and opportunities."
0,"As part of the Business Analytics team, the successful candidate will partner with the Data Warehouse, the Data Science team, the Enterprise Data organization and embedded analytics teams to enable business units to make data driven decisions."
1,"The ideal candidate has to be an intellectually curious perfectionist who thrives on uncovering insights hidden in data, has a consultative mindset and is used to partner with teams across an organization. He/she needs to be an excellent story-teller and easily be able to select and focus on high impact, complex data projects. The candidate will have extensive experience in managing customer expectations, delivering complex, cross departmental analytics projects on time, monitor data accuracy of the data, driving adoption and measuring impact to business."
0,This is a full-time position that is suitable for work from home.
0,Responsibilities
0,"Build a repeatable process and deliver analytics assets (reports, dashboards, KPI readouts..) to empower business teams and their leadership with insights and data driven decision making capabilities."
0,"Proactively identify, analyze and interpret trends or patterns in complex and sensitive data. Alert, inform and educate business as needed."
0,Monitor and ensure data integrity and security for business data.
0,Define best practices and templates for reporting data to business units.
0,Improve and advise on data normalization between various data sources.
0,Measure and report on KPIs for business.
0,Create an intake process for ad hoc report demands.
0,Ensure data is set up and accessible for the proper parties.
0,"Make recommendations for new metrics, techniques, and strategies to improve team performance and measurement in the future."
0,Job Requirements
1,4+ years of data analysis and knowledge of business statistics.
1,4+ years of experience writing performant SQL queries on large data sets.
